id,post,"created at"
384,"United Nations Secretary-General Ban Ki-moon answers your questions live at the World Economic Forum in Davos, Switzerland.","2016-01-20 21:44:46"
385,"We need #Textbooks4All, yet millions of children still struggle to
learn without them.

GEM Report Unesco has found that that providing textbooks to all students could increase literacy scores by 5-20%.

Get details here: Bit.ly/GEMtextbooks","2016-01-20 21:05:00"
386,"There are between 6,000 and 7,000 oral languages in the world today, the majority spoken by indigenous peoples. Many, if not most, are in danger of becoming extinct.

Experts are gathered at UN Headquarters in New York this week to look at ways to preserve indigenous languages -- the key to the continuation of the heritage and identity of indigenous peoples.

Get details here: http://bit.ly/1Q8k8es

#WeAreIndigenous","2016-01-20 13:34:00"
387,"Just announced! Shakira, Lionel Messi, Forest Whitaker and more top names as Advocates for the #GlobalGloals! 

Get the full list & details here from Global Goals for Sustainable Development.","2016-01-20 08:05:00"
388,"SAVE THE DATE! 

Ban Ki-moon will take questions LIVE here on Facebook from the World Economic Forum in Davos, Switzerland this Wednesday, 20 January. 

Tune in at 10.40am EST/ 3.40pm GMT and hear directly from the Secretary-General on the issues that matter.","2016-01-20 02:49:08"
389,"A United Nations report released today details the severe and extensive impact on civilians of the ongoing conflict in Iraq, 

“The violence suffered by civilians in Iraq remains staggering. The so-called ‘Islamic State of Iraq and the Levant’ (ISIL) continues to commit systematic and widespread violence and abuses of international human rights law and humanitarian law"" the report states.  

""These acts may, in some instances, amount to war crimes, crimes against humanity, and possibly genocide"".  The report calls for action from the International Community and the Government of Iraq.","2016-01-19 16:26:26"
390,"Many of us take the internet for granted but 66% of the world's population doesn't have an access to it.

How can we ensure that all of us, not just the fortunate ones, benefit from the internet’s digital dividends?

World Bank explains.","2016-01-19 13:05:00"
391,"Around 200 million people identifying themselves as being of African descent live in the Americas. Many millions more live in other parts of the world, outside of the African continent.

They constitute some of the poorest and most marginalized groups and in many cases their situation remains largely invisible. 

A new exhibit at United Nations Headquarters shares some of their stories.","2016-01-19 08:14:17"
392,"This year's first session of the UN Human Rights Council Universal Periodic Review started at UN Geneva on Monday. 

But what exactly is the UPR? Find out here.","2016-01-19 00:40:51"
393,"More than a decade ago, Celina Jaitly stood with the LGBT community in India at a time when few public figures and almost no Bollywood celebrities were willing to do so. Today, through her  involvement in the UN Free & Equal campaign, she's playing a central role in UN efforts to fight homophobia and transphobia globally.

UN Free & Equal explains why Secretary-General Ban Ki-moon met Bollywood star & UN Equality Champion Celina Jaitly (Celina Jaitly Fan page) this weekend.","2016-01-18 22:23:16"
394,"Meet Sundus, a Syrian girl who miraculously survived a bullet in her skull. 

She is one of the millions of Syrians in need of food and other assistance, as the conflict in Syria enters its sixth year causing immense human suffering.

Watch her story of hope and strength.","2016-01-18 13:05:01"
395,"“Every member of the panel believes that in today’s global economy of US$ 78 trillion it is unacceptable that anybody should die or live without dignity because we cannot find the resources required to help people in need.”

More here from World Humanitarian Summit on the humanitarian financing gap.","2016-01-18 07:02:10"
396,"International migration is on the rise. Where are international migrants from? 

India - 16 million
Mexico - 12 million
Russia - 11 million
China - 10 million
Bangladesh - 7 million
Pakistan - 6 million; Ukraine - 6 million.

Check out the new United Nations Department of Economic and Social Affairs (DESA) dataset.
#GlobalGoals","2016-01-18 05:05:01"
397,"“The Holocaust and Human Dignity” - the theme for the Holocaust remembrance and education activities in 2016.

Check the calendar of Holocaust Remembrance Events this year.","2016-01-17 21:05:00"
398,"NEWS: The International Atomic Energy Agency (IAEA) now confirms that Iran has taken all steps to start the implementation of the Joint Comprehensive Plan of Action. 

This paves the way for the IAEA to begin verifying and monitoring Iran’s nuclear-related commitments under the agreement.","2016-01-17 06:03:23"
399,"“We came here for the future of our children. We don’t care where we end up and we still don’t know where we will go.”

Watch UNHCR's ""The Long Journey"" of a Syrian family in search of sanctuary in northern Europe.","2016-01-17 05:05:00"
400,"Check out the new www.HeForShe.org, launched this week by Emma Watson.","2016-01-17 00:48:55"
401,"Women are entitled to the full and equal enjoyment of all of their human rights. Yet, discrimination against women persists in many areas around the world. 

This UN Women infographic takes a closer look at the various forms of discrimination women face today.","2016-01-16 21:05:00"
402,"United Nations Human Rights warns of ""new and extremely disturbing patterns of violations"" in Burundi.","2016-01-16 20:11:55"
403,"New World Bank report: 

Digital technologies have boosted growth, expanded opportunities, and improved service delivery. Yet their development benefits have fallen short and are unevenly distributed.","2016-01-16 13:05:00"
404,"Pope Francis on the Paris Agreement on climate change:","2016-01-15 21:52:02"
405,"""Throughout these nine years, I have been continually inspired by how much we can achieve when we work together -- Member States, UN staff, the private sector and civil society.  The world is not as safe or as just as it should be.  But our direction is clear.  We know what works.  Human initiative matters.  The United Nations matters"".
-- Ban Ki-moon in an informal briefing to the UN General Assembly on 2016, the Secretary-General's last in office. 

Read his full remarks here: http://bit.ly/1RHnIOB","2016-01-15 05:05:00"
406,"Good news! The World Health Organization (WHO)has declared the end of the most recent outbreak of Ebola virus disease in Liberia and says all known chains of transmission have been stopped in West Africa.

The United Nations will stand firm with Guinea, Liberia, Sierra Leone, and the entire region, as they move ahead along the path towards social and economic recovery.","2016-01-14 21:35:12"
407,"How can we protect ourselves from tobacco smoke?

Comprehensive smoke-free laws are the only effective means of eliminating the risks associated with smoking.

World Health Organization (WHO) explains.","2016-01-14 13:05:00"
408,"What does it mean to tackle child labour? The International Labour Organization explains here.","2016-01-14 08:05:01"
409,"It's 2016, which means the agenda for achieving the 17 Sustainable Development Goals by 2030 is in full effect.

 Take a look back at how the #GlobalGoals came to be signed. 

www.un.org/sustainabledevelopment

via Global Goals for Sustainable Development","2016-01-14 05:05:00"
410,"Jens Laerke, Spokesperson for United Nations OCHA, briefs the press at UN Geneva about the first humanitarian aid convoy to get through to the besieged Syrian town of Madaya since last October.","2016-01-13 14:51:02"
411,"The number of international migrants reached 244 million in 2015 – that’s 41% more than in 2000! 

Check out this new dataset to learn where migrants come from, and where they’re going: www.unmigration.org

via Global Goals for Sustainable Development","2016-01-13 13:05:00"
412,"""There is nothing available in Madaya…in the market obviously there is nothing.""

A convoy of more than 40 trucks delivered life-saving food and blankets overnight to thousands of people trapped inside rebel-held Madaya, Syria where more than 40,000 civilians have been cut off in dire conditions without aid for nearly three months.

The UNHCR representative in Syria, who was on the convoy, said that the first four trucks rolled into the town shortly after dark yesterday in the bitter cold. They were immediately surrounded by shivering children and adults, some showing clear signs of malnourishment and desperately asking for food.","2016-01-13 08:05:00"
413,"Six years ago today, a magnitude 7.0 earthquake hit Haiti. Hundreds of thousands of Haitians lost their lives. The United Nations lost 102 of its staff.

Today, and every day, we remember them.","2016-01-13 05:05:00"
414,"Here is a first-hand account by a World Food Programme team member in the UN convoy entering the besieged town of Madaya in Syria. 

The UN has received credible reports of people dying from starvation and being killed or injured while trying to leave the area, which has been encircled by pro-Government forces and last received UN humanitarian aid in October. 

You can help WFP deliver life-saving food aid here: www.wfp.org/donate","2016-01-12 21:04:11"
415,"Behind-the-scenes: the UN singers sang ""Happy Birthday"" to the United Nations General Assembly in 6 languages on Monday. Listen in!","2016-01-12 05:05:00"
416,"Thanks to Leonardo DiCaprio, United Nations Messenger of Peace on Climate Change, for using his 2016 Golden Globe Award acceptance speech to speak up for indigenous peoples and preserving our planet. 

Watch the speech: http://bit.ly/1P43ibC

 #GlobalGoals 

via Global Goals for Sustainable Development","2016-01-12 01:53:28"
417,"“I work from morning to the afternoon selling falafel sandwiches, but not at night because I need to study. I hope to one day be a doctor or an engineer and move to Germany. The things I miss the most are my home and our land,” says 11-year-old Emad, who lives in an IDP camp in Iraq.

Here are some of the stories of 3.2 million Iraqis who have been displaced by the conflict between the Government forces and IS.","2016-01-11 21:05:00"
418,"Starts today at UN Geneva - UN Child Rights Committee's first session of 2016.","2016-01-11 19:06:57"
419,"In December, nations at the UN Climate Summit in Paris reached the historic Paris Agreement. 

See how countries are identifying national climate action goals and  how best to achieve them.","2016-01-11 13:05:01"
420,"At UN Geneva, individuals, communities and nations use music to express themselves, to share their cultural heritage, and to commemorate historic - and often tragic - events. 

This is a collection of recent photos of musicians at the Palais des Nations.","2016-01-11 05:05:00"
421,"Are you a college student who speaks one of the UN official languages that is not your mother tongue?

The 3rd annual Many Languages, One World essay contest is now open for submissions. Win a chance to spend a week in New York and speak in the UN General Assembly Hall!

The deadline for submissions is Thursday, 31 March. Get details here.","2016-01-10 21:05:01"
422,"African leaders pledge for a Climate Change deal, saying their continent contributes little to global warming but suffers severely. 

UN Africa Renewal explains here.","2016-01-10 13:02:00"
423,"Members of a UN team of 29 Cambodian deminers have now completed a six-month assignment in Cyprus, having cleared areas of the buffer zone around Mammari and Lefka-Aplici.

The team, which was dispatched from the UN mission in Lebanon, have been in Cyprus since May clearing areas after heavy rains washed mines into the buffer zone.

Major General Kristin Lund, Force Commander of the UN peace operation in Cyprus expressed gratitude to ""the brave and diligent Cambodian demining team for their meticulous work to protect the people of Cyprus from dangerous mines.""","2016-01-10 06:05:00"
424,"As conflict lays waste to Syria’s rich cultural heritage, exiled artists in Za’atari refugee camp recreate major landmarks in miniature as a gesture of defiance.

UNHCR shares their inspiring story.","2016-01-09 21:05:01"
425,"With UN Apps, you can make a difference for good on your smart phone!

From feeding a hungry child to raising awareness for refugees, check out the best apps for social good from the United Nations.","2016-01-09 21:05:00"
426,"Global economic growth slowed to 2.4 percent in 2015, but it's projected to reach 2.9 percent in 2016. A slowdown across developing countries could pose a threat to hard-won gains in raising people out of poverty.

More here in the World Bank's newly-released 2016 Global Economic Prospects.","2016-01-09 13:05:00"
427,"Ban Ki-moon will finish his second and final term as Secretary-General in 2016. 

But how will the new Secretary-General be selected? Our blog explains.","2016-01-09 05:05:00"
428,"""Our role is to focus on human rights and the protection of civilians, and not on the politics"".

United Nations Human Rights spokesperson Rupert Colville speaks in Geneva about the expulsion of the top UN Human Rights official in Yemen by the Government.","2016-01-09 03:47:56"
429,"We not only need protection for refugees, but also solutions!

That was the message of the new UN High Commissioner for Refugees Filippo Grandi, speaking in Geneva at his first press conference after taking on one of the most challenging jobs in the world - as the chief of UNHCR.","2016-01-08 20:44:29"
